key,date,H/A,team,opp_team,pinnacle_line,pinnacle_odds,5dimes_line,5dimes_odds,heritage_line,heritage_odds,bovada_line,bovada_odds,betonline_line,betonline_odds,bet365_line,bet365_odds,bodog_line,bodog_odds
20120805_Arizona_New Orleans,20120805,home,New Orleans,Arizona,-2.5,-105,-2.5,-105,-2.5,-105,-3,-105,-3,+105,,,-2.5,-110
20120809_Washington_Buffalo,20120809,away,Washington,Buffalo,-2.5,-105,-2.5,-106,-2.5,-110,-3,+115,-1,-130,,,-2,-110
20120809_Washington_Buffalo,20120809,home,Buffalo,Washington,+2.5,-105,+2.5,-104,+2.5,-110,+3,-135,+1,+110,,,+2,-110
20120809_Pittsburgh_Philadelphia,20120809,away,Pittsburgh,Philadelphia,+1.5,-105,PK+10,PK+105,+2,-110,+1,-110,+1,+100,,,+1.5,-110
20120809_Pittsburgh_Philadelphia,20120809,home,Philadelphia,Pittsburgh,-1.5,-105,PK-12,PK-125,-2,-110,-1,-110,-1,-120,,,-1.5,-110
20120809_Baltimore_Atlanta,20120809,away,Baltimore,Atlanta,+1,-105,+1,-105,+1,-110,+1,-110,PK+10,PK+100,,,+1,-110
20120809_Baltimore_Atlanta,20120809,home,Atlanta,Baltimore,-1,-105,-1,-105,-1,-110,-1,-110,PK-12,PK-120,,,-1,-110
20120809_New Orleans_New England,20120809,away,New Orleans,New England,+4,+104,+5,-105,+5,-110,+4,-110,+4,+100,,,+4.5,-110
20120809_New Orleans_New England,20120809,home,New England,New Orleans,-4,-115,-5,-105,-5,-110,-4,-110,-4,-120,,,-4.5,-110
20120809_Green Bay_San Diego,20120809,away,Green Bay,San Diego,+2.5,-105,+1,+110,+2.5,-105,+2.5,-110,+1,+115,,,+2.5,-110
20120809_Green Bay_San Diego,20120809,home,San Diego,Green Bay,-2.5,-105,-1,-130,-2.5,-115,-2.5,-110,-1,-135,,,-2.5,-110
20120809_Denver_Chicago,20120809,away,Denver,Chicago,+3,-115,+2.5,+100,+3,-120,+3,-110,+3,-115,,,+3,-120
20120809_Denver_Chicago,20120809,home,Chicago,Denver,-3,+104,-2.5,-120,-3,+100,-3,-110,-3,-105,,,-3,+100
20120810_Tampa Bay_Miami,20120810,away,Tampa Bay,Miami,+3,+100,+3,+100,+3,+100,+3,-105,+3,+100,,,+3,-105
20120810_Tampa Bay_Miami,20120810,home,Miami,Tampa Bay,-3,-110,-3,-110,-3,-120,-3,-115,-3,-120,,,-3,-115
20120810_N.Y. Jets_Cincinnati,20120810,away,N.Y. Jets,Cincinnati,+1.5,+100,+1.5,-108,+1.5,-110,+1,-110,+1.5,-115,,,+1.5,-110
20120810_N.Y. Jets_Cincinnati,20120810,home,Cincinnati,N.Y. Jets,-1.5,-110,-1.5,-102,-1.5,-110,-1,-110,-1.5,-105,,,-1.5,-110
20120810_Cleveland_Detroit,20120810,away,Cleveland,Detroit,+3,+104,+3,+102,+3.5,-120,+3,+105,+3,+100,,,+3,+100
20120810_Cleveland_Detroit,20120810,home,Detroit,Cleveland,-3,-115,-3,-112,-3.5,+100,-3,-125,-3,-120,,,-3,-120
20120810_N.Y. Giants_Jacksonville,20120810,away,N.Y. Giants,Jacksonville,+2,-110,+2,-105,+2.5,-110,+2.5,-110,+1,+105,,,+2,-110
20120810_N.Y. Giants_Jacksonville,20120810,home,Jacksonville,N.Y. Giants,-2,+100,-2,-105,-2.5,-110,-2.5,-110,-1,-125,,,-2,-110
20120810_Arizona_Kansas City,20120810,away,Arizona,Kansas City,+2,-110,+1.5,-104,+2,-110,+2,-110,PK+10,PK+105,,,+1.5,-110
20120810_Arizona_Kansas City,20120810,home,Kansas City,Arizona,-2,+100,-1.5,-106,-2,-110,-2,-110,PK-12,PK-125,,,-1.5,-110
20120810_Minnesota_San Francisco,20120810,away,Minnesota,San Francisco,+3,-105,+3,-105,+3,-105,+3,+100,+3,-110,,,+3,-110
20120810_Minnesota_San Francisco,20120810,home,San Francisco,Minnesota,-3,-105,-3,-105,-3,-115,-3,-120,-3,-110,,,-3,-110
20120811_Houston_Carolina,20120811,away,Houston,Carolina,+3,+104,+3,+105,+3,+100,+3,-105,+3,+100,,,+3,+100
20120811_Houston_Carolina,20120811,home,Carolina,Houston,-3,-115,-3,-115,-3,-120,-3,-115,-3,-120,,,-3,-120
20120811_Tennessee_Seattle,20120811,away,Tennessee,Seattle,+3,+104,+3,-102,+3.5,-120,+3,-105,+3,-105,,,+3,-105
20120811_Tennessee_Seattle,20120811,home,Seattle,Tennessee,-3,-115,-3,-108,-3.5,+100,-3,-115,-3,-115,,,-3,-115
20120812_Los Angeles_Indianapolis,20120812,away,Los Angeles,Indianapolis,+2,-105,+1.5,-108,+1,-110,+1.5,-110,+1.5,-105,,,+1.5,-110
20120812_Los Angeles_Indianapolis,20120812,home,Indianapolis,Los Angeles,-2,-105,-1.5,-102,-1,-110,-1.5,-110,-1.5,-115,,,-1.5,-110
20120813_Dallas_Oakland,20120813,away,Dallas,Oakland,+1.5,+100,+2.5,-108,+2,-110,+2,-105,+1.5,-105,,,+2,-110
20120813_Dallas_Oakland,20120813,home,Oakland,Dallas,-1.5,-110,-2.5,-102,-2,-110,-2,-115,-1.5,-115,,,-2,-110
20120816_Cincinnati_Atlanta,20120816,away,Cincinnati,Atlanta,+4,-105,+4,-110,+4,-105,+4,-110,+4,-110,,,+4,-110
20120816_Cincinnati_Atlanta,20120816,home,Atlanta,Cincinnati,-4,-105,-4,-110,-4,-115,-4,-110,-4,-110,,,-4,-110
20120816_Cleveland_Green Bay,20120816,away,Cleveland,Green Bay,+3,-110,+2.5,+100,+3,-120,+3,-110,+3,-120,,,+3,-125
20120816_Cleveland_Green Bay,20120816,home,Green Bay,Cleveland,-3,+100,-2.5,-120,-3,+100,-3,-110,-3,+100,,,-3,+105
20120817_Tennessee_Tampa Bay,20120817,away,Tennessee,Tampa Bay,+2.5,-110,+2,-105,+2,-110,+2.5,-110,+1,+100,,,+2,-110
20120817_Tennessee_Tampa Bay,20120817,home,Tampa Bay,Tennessee,-2.5,+100,-2,-105,-2,-110,-2.5,-110,-1,-120,,,-2,-110
20120817_Miami_Carolina,20120817,away,Miami,Carolina,+3.5,-110,+3,+110,+3.5,-115,+3.5,-115,+3,+105,,,+3,+105
20120817_Miami_Carolina,20120817,home,Carolina,Miami,-3.5,+100,-3,-130,-3.5,-105,-3.5,-105,-3,-125,,,-3,-125
20120817_Detroit_Baltimore,20120817,away,Detroit,Baltimore,+3,-125,+2.5,+103,+2.5,+100,+3,-130,+1,+110,,,+2.5,-110
20120817_Detroit_Baltimore,20120817,home,Baltimore,Detroit,-3,+113,-2.5,-113,-2.5,-120,-3,+110,-1,-130,,,-2.5,-110
20120817_Buffalo_Minnesota,20120817,away,Buffalo,Minnesota,+2.5,-105,+2.5,-105,+2.5,-110,+2.5,-110,+1.5,+110,,,+2.5,-110
20120817_Buffalo_Minnesota,20120817,home,Minnesota,Buffalo,-2.5,-105,-2.5,-105,-2.5,-110,-2.5,-110,-1.5,-130,,,-2.5,-110
20120817_Jacksonville_New Orleans,20120817,away,Jacksonville,New Orleans,+6.5,+100,+6.5,+104,+6.5,-105,+6.5,-105,+6.5,-110,,,+6.5,-110
20120817_Jacksonville_New Orleans,20120817,home,New Orleans,Jacksonville,-6.5,-110,-6.5,-114,-6.5,-115,-6.5,-115,-6.5,-110,,,-6.5,-110
20120817_Oakland_Arizona,20120817,away,Oakland,Arizona,+6,+104,+7,-125,+6.5,-110,+6,-110,+6.5,-110,,,+6.5,-110
20120817_Oakland_Arizona,20120817,home,Arizona,Oakland,-6,-115,-7,+105,-6.5,-110,-6,-110,-6.5,-110,,,-6.5,-110
20120818_N.Y. Giants_N.Y. Jets,20120818,away,N.Y. Giants,N.Y. Jets,+1,+100,PK+11,PK+110,+2.5,-110,+1.5,-110,+1,-105,,,+1.5,-110
20120818_N.Y. Giants_N.Y. Jets,20120818,home,N.Y. Jets,N.Y. Giants,-1,-110,PK-13,PK-130,-2.5,-110,-1.5,-110,-1,-115,,,-1.5,-110
20120818_Kansas City_Los Angeles,20120818,away,Kansas City,Los Angeles,-1,-105,-1,-107,-1.5,-110,-1.5,-105,-1,-110,,,-1,-110
20120818_Kansas City_Los Angeles,20120818,home,Los Angeles,Kansas City,+1,-105,+1,-103,+1.5,-110,+1.5,-115,+1,-110,,,+1,-110
20120818_Washington_Chicago,20120818,away,Washington,Chicago,+1,-105,+1,-103,+1.5,-110,+1,-110,+1,-110,,,+1,-110
20120818_Washington_Chicago,20120818,home,Chicago,Washington,-1,-105,-1,-107,-1.5,-110,-1,-110,-1,-110,,,-1,-110
20120818_San Francisco_Houston,20120818,away,San Francisco,Houston,+3,+100,+3,-105,+3,+100,+3,-105,+3,+105,,,+3,+100
20120818_San Francisco_Houston,20120818,home,Houston,San Francisco,-3,-110,-3,-115,-3,-120,-3,-115,-3,-125,,,-3,-120
20120818_Seattle_Denver,20120818,away,Seattle,Denver,PK-10,PK-105,-1,-105,-1,-105,+1,-110,PK-11,PK-110,,,PK-11,PK-110
20120818_Seattle_Denver,20120818,home,Denver,Seattle,PK-10,PK-105,+1,-105,+1,-115,-1,-110,PK-11,PK-110,,,PK-11,PK-110
20120818_Dallas_San Diego,20120818,away,Dallas,San Diego,+3.5,-105,+3.5,-110,+3.5,-115,+3.5,-110,+3.5,-110,,,+3.5,-110
20120818_Dallas_San Diego,20120818,home,San Diego,Dallas,-3.5,-105,-3.5,-110,-3.5,-105,-3.5,-110,-3.5,-110,,,-3.5,-110
20120819_Indianapolis_Pittsburgh,20120819,away,Indianapolis,Pittsburgh,+4,-110,+3.5,-101,+4,-115,+4,-105,+3.5,-105,,,+4,-115
20120819_Indianapolis_Pittsburgh,20120819,home,Pittsburgh,Indianapolis,-4,+100,-3.5,-109,-4,-105,-4,-115,-3.5,-115,,,-4,-105
20120820_Philadelphia_New England,20120820,away,Philadelphia,New England,-3,-125,-3,-125,-3.5,-110,-3,-135,-3.5,-110,,,-3,-125
20120820_Philadelphia_New England,20120820,home,New England,Philadelphia,+3,+113,+3,+115,+3.5,-110,+3,+115,+3.5,-110,,,+3,+105
20120823_Green Bay_Cincinnati,20120823,away,Green Bay,Cincinnati,-3,+104,-3,+103,-2.5,-110,-3,+100,-1,-135,,,-3,+100
20120823_Green Bay_Cincinnati,20120823,home,Cincinnati,Green Bay,+3,-115,+3,-113,+2.5,-110,+3,-120,+1,+115,,,+3,-120
20120823_Jacksonville_Baltimore,20120823,away,Jacksonville,Baltimore,+4.5,-105,+4.5,-110,+4,-105,+4.5,-110,+4,-105,,,+4.5,-110
20120823_Jacksonville_Baltimore,20120823,home,Baltimore,Jacksonville,-4.5,-105,-4.5,-110,-4,-115,-4.5,-110,-4,-115,,,-4.5,-110
20120823_Arizona_Tennessee,20120823,away,Arizona,Tennessee,+3,+104,+3,+110,+3,+100,+3,+100,+3.5,-115,,,+3,+100
20120823_Arizona_Tennessee,20120823,home,Tennessee,Arizona,-3,-115,-3,-120,-3,-120,-3,-120,-3.5,-105,,,-3,-120
20120824_Philadelphia_Cleveland,20120824,away,Philadelphia,Cleveland,+4.5,-105,+4.5,-104,+4.5,-110,+5,-115,+4,+100,,,+4.5,-110
20120824_Philadelphia_Cleveland,20120824,home,Cleveland,Philadelphia,-4.5,-105,-4.5,-106,-4.5,-110,-5,-105,-4,-120,,,-4.5,-110
20120824_Atlanta_Miami,20120824,away,Atlanta,Miami,-3,-115,-3,-115,-3.5,+100,-3,-125,-3,-115,,,-3,-120
20120824_Atlanta_Miami,20120824,home,Miami,Atlanta,+3,+104,+3,+105,+3.5,-120,+3,+105,+3,-105,,,+3,+100
20120824_New England_Tampa Bay,20120824,away,New England,Tampa Bay,-7,-110,-8.5,+110,-7,-115,-7,-115,-7,-115,,,-7,-115
20120824_New England_Tampa Bay,20120824,home,Tampa Bay,New England,+7,+100,+8.5,-130,+7,-105,+7,-105,+7,-105,,,+7,-105
20120824_San Diego_Minnesota,20120824,away,San Diego,Minnesota,+4.5,-105,+4.5,-103,+5,-110,+4.5,-110,+4.5,-110,,,+4.5,-110
20120824_San Diego_Minnesota,20120824,home,Minnesota,San Diego,-4.5,-105,-4.5,-107,-5,-110,-4.5,-110,-4.5,-110,,,-4.5,-110
20120824_Chicago_N.Y. Giants,20120824,away,Chicago,N.Y. Giants,+3,-115,+2.5,+105,+2.5,+100,+3,-115,+3,-125,,,+3,-120
20120824_Chicago_N.Y. Giants,20120824,home,N.Y. Giants,Chicago,-3,+104,-2.5,-115,-2.5,-120,-3,-105,-3,+105,,,-3,+100
20120824_Seattle_Kansas City,20120824,away,Seattle,Kansas City,-3,+104,-2.5,-120,-2.5,-115,-3,+105,-3,+100,,,-3,+100
20120824_Seattle_Kansas City,20120824,home,Kansas City,Seattle,+3,-115,+2.5,+100,+2.5,-105,+3,-125,+3,-120,,,+3,-120
20120825_Indianapolis_Washington,20120825,away,Indianapolis,Washington,+3,+109,+3,+110,+3.5,-115,+3.5,-115,+3,+105,,,+3,+105
20120825_Indianapolis_Washington,20120825,home,Washington,Indianapolis,-3,-120,-3,-130,-3.5,-105,-3.5,-105,-3,-125,,,-3,-125
20120825_Pittsburgh_Buffalo,20120825,away,Pittsburgh,Buffalo,-2.5,-105,-1,-125,-2.5,-110,-3,+105,-3,-105,,,-2.5,-110
20120825_Pittsburgh_Buffalo,20120825,home,Buffalo,Pittsburgh,+2.5,-105,+1,+105,+2.5,-110,+3,-125,+3,-115,,,+2.5,-110
20120825_Houston_New Orleans,20120825,away,Houston,New Orleans,+2,-105,+2.5,-105,+2,-110,+3,-135,+1,+100,,,+2.5,-120
20120825_Houston_New Orleans,20120825,home,New Orleans,Houston,-2,-105,-2.5,-105,-2,-110,-3,+115,-1,-120,,,-2.5,+100
20120825_Los Angeles_Dallas,20120825,away,Los Angeles,Dallas,+6,-105,+6,-107,+6.5,-115,+6,-105,+6,-110,,,+6,-110
20120825_Los Angeles_Dallas,20120825,home,Dallas,Los Angeles,-6,-105,-6,-103,-6.5,-105,-6,-115,-6,-110,,,-6,-110
20120826_San Francisco_Denver,20120826,away,San Francisco,Denver,+1.5,+104,+1,+100,+2.5,-110,+1.5,-110,+1.5,+105,,,+2,-110
20120826_San Francisco_Denver,20120826,home,Denver,San Francisco,-1.5,-115,-1,-120,-2.5,-110,-1.5,-110,-1.5,-125,,,-2,-110
20120826_Carolina_N.Y. Jets,20120826,away,Carolina,N.Y. Jets,+3,-115,+2.5,+110,+3,-115,+3,-115,+1.5,+110,,,+3,-120
20120826_Carolina_N.Y. Jets,20120826,home,N.Y. Jets,Carolina,-3,+104,-2.5,-120,-3,-105,-3,-105,-1.5,-130,,,-3,+100
20120829_New England_N.Y. Giants,20120829,away,New England,N.Y. Giants,-1,-110,PK-12,PK-120,-1,-110,-1.5,-105,-1,-115,,,-1,-110
20120829_New England_N.Y. Giants,20120829,home,N.Y. Giants,New England,+1,+100,PK+10,PK+100,+1,-110,+1.5,-115,+1,-105,,,+1,-110
20120829_Miami_Dallas,20120829,away,Miami,Dallas,+3,-120,+1,+110,+2.5,-110,+3,-125,+2.5,-110,,,+2.5,-105
20120829_Miami_Dallas,20120829,home,Dallas,Miami,-3,+109,-1,-130,-2.5,-110,-3,+105,-2.5,-110,,,-2.5,-115
20120830_Atlanta_Jacksonville,20120830,away,Atlanta,Jacksonville,+2.5,-105,+1,+100,+2,-110,+3,-130,+1,+100,,,+2.5,-110
20120830_Atlanta_Jacksonville,20120830,home,Jacksonville,Atlanta,-2.5,-105,-1,-120,-2,-110,-3,+110,-1,-120,,,-2.5,-110
20120830_N.Y. Jets_Philadelphia,20120830,away,N.Y. Jets,Philadelphia,+5,-105,+5,-107,+5.5,-110,+5,-110,+5,-110,,,+5,-110
20120830_N.Y. Jets_Philadelphia,20120830,home,Philadelphia,N.Y. Jets,-5,-105,-5,-103,-5.5,-110,-5,-110,-5,-110,,,-5,-110
20120830_Minnesota_Houston,20120830,away,Minnesota,Houston,+3.5,-105,+3.5,-110,+3.5,-115,+3.5,-110,+3.5,-115,,,+3.5,-115
20120830_Minnesota_Houston,20120830,home,Houston,Minnesota,-3.5,-105,-3.5,+100,-3.5,-105,-3.5,-110,-3.5,-105,,,-3.5,-105
20120830_Buffalo_Detroit,20120830,away,Buffalo,Detroit,+3.5,-105,+4,-105,+4,-110,+4,-115,+3.5,-105,,,+4,-110
20120830_Buffalo_Detroit,20120830,home,Detroit,Buffalo,-3.5,-105,-4,-105,-4,-110,-4,-105,-3.5,-115,,,-4,-110
20120830_Kansas City_Green Bay,20120830,away,Kansas City,Green Bay,-1.5,-105,-2,-104,-1.5,-110,-1.5,-115,-1.5,-115,,,-1.5,-110
20120830_Kansas City_Green Bay,20120830,home,Green Bay,Kansas City,+1.5,-105,+2,-106,+1.5,-110,+1.5,-105,+1.5,-105,,,+1.5,-110
20120830_New Orleans_Tennessee,20120830,away,New Orleans,Tennessee,+4.5,-105,+5,-103,+5,-110,+4.5,-110,+4.5,+100,,,+5,-110
20120830_New Orleans_Tennessee,20120830,home,Tennessee,New Orleans,-4.5,-105,-5,-107,-5,-110,-4.5,-110,-4.5,-120,,,-5,-110
20120830_Cincinnati_Indianapolis,20120830,away,Cincinnati,Indianapolis,+3,-105,+3,+100,+3,-105,+3,-105,+3,-105,,,+3,-105
20120830_Cincinnati_Indianapolis,20120830,home,Indianapolis,Cincinnati,-3,-105,-3,-110,-3,-115,-3,-115,-3,-115,,,-3,-115
20120830_Carolina_Pittsburgh,20120830,away,Carolina,Pittsburgh,+3,+100,+3,+105,+3,+100,+3.5,-115,+3,+105,,,+3,-105
20120830_Carolina_Pittsburgh,20120830,home,Pittsburgh,Carolina,-3,-110,-3,-115,-3,-120,-3.5,-105,-3,-125,,,-3,-115
20120830_Baltimore_Los Angeles,20120830,away,Baltimore,Los Angeles,+5,-105,+5,-102,+6,-115,+5,-110,+5,-105,,,+5,-110
20120830_Baltimore_Los Angeles,20120830,home,Los Angeles,Baltimore,-5,-105,-5,-108,-6,-105,-5,-110,-5,-115,,,-5,-110
20120830_Chicago_Cleveland,20120830,away,Chicago,Cleveland,+3,+100,+3,-105,+3,-105,+3,-105,+3,-105,,,+3,-105
20120830_Chicago_Cleveland,20120830,home,Cleveland,Chicago,-3,-110,-3,-115,-3,-115,-3,-115,-3,-115,,,-3,-115
20120830_San Diego_San Francisco,20120830,away,San Diego,San Francisco,+3,-115,+2.5,+110,+3,-115,+3,-120,+3,-120,,,+3,-125
20120830_San Diego_San Francisco,20120830,home,San Francisco,San Diego,-3,+104,-2.5,-120,-3,-105,-3,+100,-3,+100,,,-3,+105
20120830_Oakland_Seattle,20120830,away,Oakland,Seattle,+6.5,-105,+6.5,-105,+6.5,-105,+6.5,-110,+6.5,-110,,,+6.5,-110
20120830_Oakland_Seattle,20120830,home,Seattle,Oakland,-6.5,-105,-6.5,-105,-6.5,-115,-6.5,-110,-6.5,-110,,,-6.5,-110
20120905_Dallas_N.Y. Giants,20120905,away,Dallas,N.Y. Giants,+3.5,-108,+3.5,-103,+3.5,-115,+4,-105,+4,-115,,,+3.5,-110
20120905_Dallas_N.Y. Giants,20120905,home,N.Y. Giants,Dallas,-3.5,+100,-3.5,-107,-3.5,-105,-4,-115,-4,-105,,,-3.5,-110
20120909_Indianapolis_Chicago,20120909,away,Indianapolis,Chicago,+10,-107,+10,-108,+10,-110,+10,-110,+9.5,-105,,,+10,-110
20120909_Indianapolis_Chicago,20120909,home,Chicago,Indianapolis,-10,-101,-10,-102,-10,-110,-10,-110,-9.5,-115,,,-10,-110
20120909_Jacksonville_Minnesota,20120909,away,Jacksonville,Minnesota,+3.5,-104,+3.5,-108,+3.5,-110,+3.5,-110,+3.5,-115,,,+3.5,-110
20120909_Jacksonville_Minnesota,20120909,home,Minnesota,Jacksonville,-3.5,-104,-3.5,-102,-3.5,-110,-3.5,-110,-3.5,-105,,,-3.5,-110
20120909_Buffalo_N.Y. Jets,20120909,away,Buffalo,N.Y. Jets,+3,-109,+3,-110,+3,-115,+3,-115,+3,-120,,,+3,-120
20120909_Buffalo_N.Y. Jets,20120909,home,N.Y. Jets,Buffalo,-3,+101,-3,+100,-3,-105,-3,-105,-3,+100,,,-3,+100
20120909_Miami_Houston,20120909,away,Miami,Houston,+13,-104,+13,-103,+13,-110,+13,-105,+13.5,-115,,,+13,-110
20120909_Miami_Houston,20120909,home,Houston,Miami,-13,-104,-13,-107,-13,-110,-13,-115,-13.5,-105,,,-13,-110
20120909_New England_Tennessee,20120909,away,New England,Tennessee,-4.5,-105,-5,-101,-5,-110,-6,-110,-5,-110,,,-5,-110
20120909_New England_Tennessee,20120909,home,Tennessee,New England,+4.5,-103,+5,-109,+5,-110,+6,-110,+5,-110,,,+5,-110
20120909_Los Angeles_Detroit,20120909,away,Los Angeles,Detroit,+9,-116,+7.5,-101,+7.5,-110,+9,-115,+8,-110,,,+8,-110
20120909_Los Angeles_Detroit,20120909,home,Detroit,Los Angeles,-9,+107,-7.5,-109,-7.5,-110,-9,-105,-8,-110,,,-8,-110
20120909_Washington_New Orleans,20120909,away,Washington,New Orleans,+9.5,-115,+8,-105,+7.5,-115,+8,-105,+8.5,-110,,,+8.5,-110
20120909_Washington_New Orleans,20120909,home,New Orleans,Washington,-9.5,+106,-8,-105,-7.5,-105,-8,-115,-8.5,-110,,,-8.5,-110
20120909_Philadelphia_Cleveland,20120909,away,Philadelphia,Cleveland,-9,+101,-8.5,-102,-8.5,-110,-10,+100,-8.5,-110,,,-8.5,-110
20120909_Philadelphia_Cleveland,20120909,home,Cleveland,Philadelphia,+9,-109,+8.5,-108,+8.5,-110,+10,-120,+8.5,-110,,,+8.5,-110
20120909_Atlanta_Kansas City,20120909,away,Atlanta,Kansas City,-1,-123,-2.5,-105,-2.5,-110,-3,+110,-1,-125,,,-2,-110
20120909_Atlanta_Kansas City,20120909,home,Kansas City,Atlanta,+1,+114,+2.5,-105,+2.5,-110,+3,-130,+1,+105,,,+2,-110
20120909_San Francisco_Green Bay,20120909,away,San Francisco,Green Bay,+6,+103,+6,-103,+6.5,-115,+6,-105,+6,-105,,,+6,-110
20120909_San Francisco_Green Bay,20120909,home,Green Bay,San Francisco,-6,-111,-6,-107,-6.5,-105,-6,-115,-6,-115,,,-6,-110
20120909_Seattle_Arizona,20120909,away,Seattle,Arizona,-1,-128,-2.5,-110,-2.5,-120,-3,-110,-1,-130,,,-2.5,-115
20120909_Seattle_Arizona,20120909,home,Arizona,Seattle,+1,+118,+2.5,+100,+2.5,+100,+3,-110,+1,+110,,,+2.5,-105
20120909_Carolina_Tampa Bay,20120909,away,Carolina,Tampa Bay,-3,-106,-3,-110,-3,-115,-3,-125,-3,-110,,,-3,-110
20120909_Carolina_Tampa Bay,20120909,home,Tampa Bay,Carolina,+3,-102,+3,+100,+3,-105,+3,+105,+3,-110,,,+3,-110
20120909_Pittsburgh_Denver,20120909,away,Pittsburgh,Denver,+2.5,+108,+2.5,+103,+3,-115,+3,-115,+2,+100,,,+2.5,-110
20120909_Pittsburgh_Denver,20120909,home,Denver,Pittsburgh,-2.5,-117,-2.5,-113,-3,-105,-3,-105,-2,-120,,,-2.5,-110
20120910_Cincinnati_Baltimore,20120910,away,Cincinnati,Baltimore,+7,-102,+7,-112,+7,-105,+7,-105,+7,-115,,,+7,-110
20120910_Cincinnati_Baltimore,20120910,home,Baltimore,Cincinnati,-7,-106,-7,+102,-7,-115,-7,-115,-7,-105,,,-7,-110
20120910_San Diego_Oakland,20120910,away,San Diego,Oakland,+1,-101,+1,-101,+1,-115,+1,-110,+1,-110,,,+1,-110
20120910_San Diego_Oakland,20120910,home,Oakland,San Diego,-1,-107,-1,-109,-1,-105,-1,-110,-1,-110,,,-1,-110
20120913_Chicago_Green Bay,20120913,away,Chicago,Green Bay,+5,-102,+5,-102,+5.5,-110,+5,-105,+5,-110,,,+5.5,-110
20120913_Chicago_Green Bay,20120913,home,Green Bay,Chicago,-5,-106,-5,-108,-5.5,-110,-5,-115,-5,-110,,,-5.5,-110
20120916_Tampa Bay_N.Y. Giants,20120916,away,Tampa Bay,N.Y. Giants,+9,-120,+7.5,-106,+7.5,-115,+8,-110,+7.5,-110,,,+7.5,-110
20120916_Tampa Bay_N.Y. Giants,20120916,home,N.Y. Giants,Tampa Bay,-9,+111,-7.5,-104,-7.5,-105,-8,-110,-7.5,-110,,,-7.5,-110
20120916_New Orleans_Carolina,20120916,away,New Orleans,Carolina,-3,+100,-3,+100,-3,-110,-3,-115,-3,+100,,,-3,-110
20120916_New Orleans_Carolina,20120916,home,Carolina,New Orleans,+3,-108,+3,-110,+3,-110,+3,-105,+3,-120,,,+3,-110
20120916_Arizona_New England,20120916,away,Arizona,New England,+13,-104,+13,-105,+13,-110,+14,-110,+13,-110,,,+13.5,-110
20120916_Arizona_New England,20120916,home,New England,Arizona,-13,-104,-13,-105,-13,-110,-14,-110,-13,-110,,,-13.5,-110
20120916_Minnesota_Indianapolis,20120916,away,Minnesota,Indianapolis,-3,+110,-2.5,-115,-2.5,-115,-3,-105,-3,+105,,,-3,+100
20120916_Minnesota_Indianapolis,20120916,home,Indianapolis,Minnesota,+3,-119,+2.5,+105,+2.5,-105,+3,-115,+3,-125,,,+3,-120
20120916_Baltimore_Philadelphia,20120916,away,Baltimore,Philadelphia,+3,-101,+3,-105,+3,-105,+3,-115,+3,-115,,,+3,-110
20120916_Baltimore_Philadelphia,20120916,home,Philadelphia,Baltimore,-3,-107,-3,-105,-3,-115,-3,-105,-3,-105,,,-3,-110
20120916_Kansas City_Buffalo,20120916,away,Kansas City,Buffalo,+3,+102,+3,-101,+3,-105,+3,-105,+3,-110,,,+3,-110
20120916_Kansas City_Buffalo,20120916,home,Buffalo,Kansas City,-3,-110,-3,-109,-3,-115,-3,-115,-3,-110,,,-3,-110
20120916_Cleveland_Cincinnati,20120916,away,Cleveland,Cincinnati,+7,-104,+7,-105,+7,-110,+7,-105,+7,-110,,,+7,-110
20120916_Cleveland_Cincinnati,20120916,home,Cincinnati,Cleveland,-7,-104,-7,-105,-7,-110,-7,-115,-7,-110,,,-7,-110
20120916_Houston_Jacksonville,20120916,away,Houston,Jacksonville,-6.5,+106,-6.5,-103,-6,-110,-7,-110,-6.5,-110,,,-6.5,-110
20120916_Houston_Jacksonville,20120916,home,Jacksonville,Houston,+6.5,-115,+6.5,-107,+6,-110,+7,-110,+6.5,-110,,,+6.5,-110
20120916_Oakland_Miami,20120916,away,Oakland,Miami,-1,-117,-1.5,-105,-2.5,-110,-3,+120,-1,-115,,,-1.5,-110
20120916_Oakland_Miami,20120916,home,Miami,Oakland,+1,+108,+1.5,-105,+2.5,-110,+3,-140,+1,-105,,,+1.5,-110
20120916_Dallas_Seattle,20120916,away,Dallas,Seattle,-3,-105,-3,-108,-3,-110,-3,-130,-3,-115,,,-3,-115
20120916_Dallas_Seattle,20120916,home,Seattle,Dallas,+3,-103,+3,-102,+3,-110,+3,+110,+3,-105,,,+3,-105
20120916_Washington_Los Angeles,20120916,away,Washington,Los Angeles,-3.5,-105,-3.5,-105,-3.5,-110,-4,-110,-3.5,-110,,,-3.5,-110
20120916_Washington_Los Angeles,20120916,home,Los Angeles,Washington,+3.5,-103,+3.5,-105,+3.5,-110,+4,-110,+3.5,-110,,,+3.5,-110
20120916_Tennessee_San Diego,20120916,away,Tennessee,San Diego,+6.5,-111,+7,-105,+6,-105,+7,-115,+6,-110,,,+6.5,-110
20120916_Tennessee_San Diego,20120916,home,San Diego,Tennessee,-6.5,+103,-7,-105,-6,-115,-7,-105,-6,-110,,,-6.5,-110
20120916_Detroit_San Francisco,20120916,away,Detroit,San Francisco,+7,-117,+7.5,-135,+6.5,-115,+7.5,-115,+7,-115,,,+7,-120
